source,file,split
BUS-BRA,bus_0372-l.png,train
BUS-BRA,bus_0372-r.png,train
BUS-BRA,bus_0373-l.png,test
BUS-BRA,bus_0373-r.png,test
BUS-BRA,bus_0374-l.png,train
BUS-BRA,bus_0374-r.png,train
BUS-BRA,bus_0375-l.png,test
BUS-BRA,bus_0375-r.png,test
BUS-BRA,bus_0376-l.png,test
BUS-BRA,bus_0376-r.png,test
BUS-BRA,bus_0377-l.png,val
BUS-BRA,bus_0377-r.png,val
BUS-BRA,bus_0378-l.png,train
BUS-BRA,bus_0378-r.png,train
BUS-BRA,bus_0379-l.png,train
BUS-BRA,bus_0379-r.png,train
BUS-BRA,bus_0380-l.png,train
BUS-BRA,bus_0380-r.png,train
BUS-BRA,bus_0381-l.png,train
BUS-BRA,bus_0381-r.png,train
BUS-BRA,bus_0382-l.png,train
BUS-BRA,bus_0382-r.png,train
BUS-BRA,bus_0383-l.png,test
BUS-BRA,bus_0383-r.png,test
BUS-BRA,bus_0384-l.png,val
BUS-BRA,bus_0384-r.png,val
BUS-BRA,bus_0385-l.png,train
BUS-BRA,bus_0385-r.png,train
BUS-BRA,bus_0386-l.png,train
BUS-BRA,bus_0386-r.png,train
BUS-BRA,bus_0387-l.png,test
BUS-BRA,bus_0387-r.png,test
BUS-BRA,bus_0388-l.png,train
BUS-BRA,bus_0388-r.png,train
BUS-BRA,bus_0389-l.png,test
BUS-BRA,bus_0389-r.png,test
BUS-BRA,bus_0390-l.png,val
BUS-BRA,bus_0390-r.png,val
BUS-BRA,bus_0391-l.png,train
BUS-BRA,bus_0391-r.png,train
BUS-BRA,bus_0392-l.png,train
BUS-BRA,bus_0392-r.png,train
BUS-BRA,bus_0393-l.png,train
BUS-BRA,bus_0393-r.png,train
BUS-BRA,bus_0394-l.png,test
BUS-BRA,bus_0394-r.png,test
BUS-BRA,bus_0395-l.png,test
BUS-BRA,bus_0395-r.png,test
BUS-BRA,bus_0396-l.png,test
BUS-BRA,bus_0396-r.png,test
BUS-BRA,bus_0397-l.png,val
BUS-BRA,bus_0397-r.png,val
BUS-BRA,bus_0398-l.png,train
BUS-BRA,bus_0398-r.png,train
BUS-BRA,bus_0399-l.png,train
BUS-BRA,bus_0399-r.png,train
BUS-BRA,bus_0400-l.png,train
BUS-BRA,bus_0400-r.png,train
BUS-BRA,bus_0401-l.png,train
BUS-BRA,bus_0401-r.png,train
BUS-BRA,bus_0402-l.png,train
BUS-BRA,bus_0402-r.png,train
BUS-BRA,bus_0403-l.png,train
BUS-BRA,bus_0403-r.png,train
BUS-BRA,bus_0404-l.png,train
BUS-BRA,bus_0404-r.png,train
BUS-BRA,bus_0405-l.png,train
BUS-BRA,bus_0405-r.png,train
BUS-BRA,bus_0406-l.png,test
BUS-BRA,bus_0406-r.png,test
BUS-BRA,bus_0407-l.png,train
BUS-BRA,bus_0407-r.png,train
BUS-BRA,bus_0408-l.png,train
BUS-BRA,bus_0408-r.png,train
BUS-BRA,bus_0409-l.png,test
BUS-BRA,bus_0409-r.png,test
BUS-BRA,bus_0410-l.png,test
BUS-BRA,bus_0410-r.png,test
BUS-BRA,bus_0411-l.png,train
BUS-BRA,bus_0411-r.png,train
BUS-BRA,bus_0412-l.png,val
BUS-BRA,bus_0412-r.png,val
BUS-BRA,bus_0413-l.png,train
BUS-BRA,bus_0413-r.png,train
BUS-BRA,bus_0414-l.png,train
BUS-BRA,bus_0414-r.png,train
BUS-BRA,bus_0415-l.png,train
BUS-BRA,bus_0415-r.png,train
BUS-BRA,bus_0416-l.png,train
BUS-BRA,bus_0416-r.png,train
BUS-BRA,bus_0417-l.png,train
BUS-BRA,bus_0417-r.png,train
BUS-BRA,bus_0418-l.png,test
BUS-BRA,bus_0418-r.png,test
BUS-BRA,bus_0419-l.png,test
BUS-BRA,bus_0419-r.png,test
BUS-BRA,bus_0420-l.png,test
BUS-BRA,bus_0420-r.png,test
BUS-BRA,bus_0421-l.png,train
BUS-BRA,bus_0421-r.png,train
BUS-BRA,bus_0422-l.png,train
BUS-BRA,bus_0422-r.png,train
BUS-BRA,bus_0423-l.png,train
BUS-BRA,bus_0423-r.png,train
BUS-BRA,bus_0424-l.png,train
BUS-BRA,bus_0424-r.png,train
BUS-BRA,bus_0425-l.png,test
BUS-BRA,bus_0425-r.png,test
BUS-BRA,bus_0426-l.png,val
BUS-BRA,bus_0426-r.png,val
BUS-BRA,bus_0427-l.png,test
BUS-BRA,bus_0427-r.png,test
BUS-BRA,bus_0428-l.png,train
BUS-BRA,bus_0428-r.png,train
BUS-BRA,bus_0429-l.png,test
BUS-BRA,bus_0429-r.png,test
BUS-BRA,bus_0430-l.png,train
BUS-BRA,bus_0430-r.png,train
BUS-BRA,bus_0431-l.png,train
BUS-BRA,bus_0431-r.png,train
BUS-BRA,bus_0432-l.png,val
BUS-BRA,bus_0432-r.png,val
BUS-BRA,bus_0433-l.png,train
BUS-BRA,bus_0433-r.png,train
BUS-BRA,bus_0434-l.png,test
BUS-BRA,bus_0434-r.png,test
BUS-BRA,bus_0435-l.png,train
BUS-BRA,bus_0435-r.png,train
BUS-BRA,bus_0436-l.png,test
BUS-BRA,bus_0436-r.png,test
BUS-BRA,bus_0437-l.png,train
BUS-BRA,bus_0437-r.png,train
BUS-BRA,bus_0438-l.png,test
BUS-BRA,bus_0438-r.png,test
BUS-BRA,bus_0439-l.png,train
BUS-BRA,bus_0439-r.png,train
BUS-BRA,bus_0440-l.png,val
BUS-BRA,bus_0440-r.png,val
BUS-BRA,bus_0441-l.png,train
BUS-BRA,bus_0441-r.png,train
BUS-BRA,bus_0442-l.png,train
BUS-BRA,bus_0442-r.png,train
BUS-BRA,bus_0443-l.png,train
BUS-BRA,bus_0443-r.png,train
BUS-BRA,bus_0444-l.png,val
BUS-BRA,bus_0444-r.png,val
BUS-BRA,bus_0445-l.png,train
BUS-BRA,bus_0445-r.png,train
BUS-BRA,bus_0446-l.png,train
BUS-BRA,bus_0446-r.png,train
BUS-BRA,bus_0447-l.png,train
BUS-BRA,bus_0447-r.png,train
BUS-BRA,bus_0448-l.png,test
BUS-BRA,bus_0448-r.png,test
BUS-BRA,bus_0449-l.png,test
BUS-BRA,bus_0449-r.png,test
BUS-BRA,bus_0450-l.png,train
BUS-BRA,bus_0450-r.png,train
BUS-BRA,bus_0451-l.png,test
BUS-BRA,bus_0451-r.png,test
BUS-BRA,bus_0452-l.png,train
BUS-BRA,bus_0452-r.png,train
BUS-BRA,bus_0453-l.png,train
BUS-BRA,bus_0453-r.png,train
BUS-BRA,bus_0454-l.png,train
BUS-BRA,bus_0454-r.png,train
BUS-BRA,bus_0455-l.png,train
BUS-BRA,bus_0455-r.png,train
BUS-BRA,bus_0456-l.png,val
BUS-BRA,bus_0456-r.png,val
BUS-BRA,bus_0457-l.png,train
BUS-BRA,bus_0457-r.png,train
BUS-BRA,bus_0458-l.png,train
BUS-BRA,bus_0458-r.png,train
BUS-BRA,bus_0459-l.png,test
BUS-BRA,bus_0459-r.png,test
BUS-BRA,bus_0460-l.png,test
BUS-BRA,bus_0460-r.png,test
BUS-BRA,bus_0461-l.png,test
BUS-BRA,bus_0461-r.png,test
BUS-BRA,bus_0462-l.png,train
BUS-BRA,bus_0462-r.png,train
BUS-BRA,bus_0463-l.png,train
BUS-BRA,bus_0463-r.png,train
BUS-BRA,bus_0464-l.png,train
BUS-BRA,bus_0464-r.png,train
BUS-BRA,bus_0465-l.png,train
BUS-BRA,bus_0465-r.png,train
BUS-BRA,bus_0466-l.png,test
BUS-BRA,bus_0466-r.png,test
BUS-BRA,bus_0467-l.png,train
BUS-BRA,bus_0467-r.png,train
BUS-BRA,bus_0468-l.png,test
BUS-BRA,bus_0468-r.png,test
BUS-BRA,bus_0469-l.png,train
BUS-BRA,bus_0469-r.png,train
BUS-BRA,bus_0470-l.png,test
BUS-BRA,bus_0470-r.png,test
BUS-BRA,bus_0471-l.png,train
BUS-BRA,bus_0471-r.png,train
BUS-BRA,bus_0472-l.png,train
BUS-BRA,bus_0472-r.png,train
BUS-BRA,bus_0473-l.png,val
BUS-BRA,bus_0473-r.png,val
BUS-BRA,bus_0474-l.png,train
BUS-BRA,bus_0474-r.png,train
BUS-BRA,bus_0475-l.png,train
BUS-BRA,bus_0475-r.png,train
BUS-BRA,bus_0476-l.png,train
BUS-BRA,bus_0476-r.png,train
BUS-BRA,bus_0477-l.png,train
BUS-BRA,bus_0477-r.png,train
BUS-BRA,bus_0478-l.png,train
BUS-BRA,bus_0478-r.png,train
BUS-BRA,bus_0479-l.png,train
BUS-BRA,bus_0479-r.png,train
BUS-BRA,bus_0480-l.png,val
BUS-BRA,bus_0480-r.png,val
BUS-BRA,bus_0481-l.png,test
BUS-BRA,bus_0481-r.png,test
BUS-BRA,bus_0482-l.png,train
BUS-BRA,bus_0482-r.png,train
BUS-BRA,bus_0483-l.png,train
BUS-BRA,bus_0483-r.png,train
BUS-BRA,bus_0484-l.png,test
BUS-BRA,bus_0484-r.png,test
BUS-BRA,bus_0485-l.png,test
BUS-BRA,bus_0485-r.png,test
BUS-BRA,bus_0486-l.png,test
BUS-BRA,bus_0486-r.png,test
BUS-BRA,bus_0487-l.png,train
BUS-BRA,bus_0487-r.png,train
BUS-BRA,bus_0488-l.png,train
BUS-BRA,bus_0488-r.png,train
BUS-BRA,bus_0489-l.png,test
BUS-BRA,bus_0489-r.png,test
BUS-BRA,bus_0490-l.png,train
BUS-BRA,bus_0490-r.png,train
BUS-BRA,bus_0491-l.png,train
BUS-BRA,bus_0491-r.png,train
BUS-BRA,bus_0492-l.png,train
BUS-BRA,bus_0492-r.png,train
BUS-BRA,bus_0493-l.png,train
BUS-BRA,bus_0493-r.png,train
BUS-BRA,bus_0494-l.png,train
BUS-BRA,bus_0494-r.png,train
BUS-BRA,bus_0495-l.png,test
BUS-BRA,bus_0495-r.png,test
BUS-BRA,bus_0496-l.png,train
BUS-BRA,bus_0496-r.png,train
BUS-BRA,bus_0497-l.png,test
BUS-BRA,bus_0497-r.png,test
BUS-BRA,bus_0498-l.png,train
BUS-BRA,bus_0498-r.png,train
BUS-BRA,bus_0499-l.png,test
BUS-BRA,bus_0499-r.png,test
BUS-BRA,bus_0500-l.png,val
BUS-BRA,bus_0500-r.png,val
BUS-BRA,bus_0501-l.png,train
BUS-BRA,bus_0501-r.png,train
BUS-BRA,bus_0502-l.png,train
BUS-BRA,bus_0502-r.png,train
BUS-BRA,bus_0503-l.png,test
BUS-BRA,bus_0503-r.png,test
BUS-BRA,bus_0504-l.png,val
BUS-BRA,bus_0504-r.png,val
BUS-BRA,bus_0505-l.png,train
BUS-BRA,bus_0505-r.png,train
BUS-BRA,bus_0506-l.png,test
BUS-BRA,bus_0506-r.png,test
BUS-BRA,bus_0507-l.png,test
BUS-BRA,bus_0507-r.png,test
BUS-BRA,bus_0508-l.png,test
BUS-BRA,bus_0508-r.png,test
BUS-BRA,bus_0509-l.png,train
BUS-BRA,bus_0509-r.png,train
BUS-BRA,bus_0510-l.png,val
BUS-BRA,bus_0510-r.png,val
BUS-BRA,bus_0511-l.png,train
BUS-BRA,bus_0511-r.png,train
BUS-BRA,bus_0512-l.png,train
BUS-BRA,bus_0512-r.png,train
BUS-BRA,bus_0513-l.png,train
BUS-BRA,bus_0513-r.png,train
BUS-BRA,bus_0514-l.png,train
BUS-BRA,bus_0514-r.png,train
BUS-BRA,bus_0515-l.png,train
BUS-BRA,bus_0515-r.png,train
BUS-BRA,bus_0516-l.png,train
BUS-BRA,bus_0516-r.png,train
BUS-BRA,bus_0517-l.png,train
BUS-BRA,bus_0517-r.png,train
BUS-BRA,bus_0518-l.png,train
BUS-BRA,bus_0518-r.png,train
BUS-BRA,bus_0519-l.png,test
BUS-BRA,bus_0519-r.png,test
BUS-BRA,bus_0520-l.png,train
BUS-BRA,bus_0520-r.png,train
BUS-BRA,bus_0521-l.png,test
BUS-BRA,bus_0521-r.png,test
BUS-BRA,bus_0522-l.png,test
BUS-BRA,bus_0522-r.png,test
BUS-BRA,bus_0523-l.png,val
BUS-BRA,bus_0523-r.png,val
BUS-BRA,bus_0524-l.png,train
BUS-BRA,bus_0524-r.png,train
BUS-BRA,bus_0525-l.png,train
BUS-BRA,bus_0525-r.png,train
BUS-BRA,bus_0526-l.png,train
BUS-BRA,bus_0526-r.png,train
BUS-BRA,bus_0527-l.png,train
BUS-BRA,bus_0527-r.png,train
BUS-BRA,bus_0528-l.png,test
BUS-BRA,bus_0528-r.png,test
BUS-BRA,bus_0529-l.png,train
BUS-BRA,bus_0529-r.png,train
BUS-BRA,bus_0530-l.png,train
BUS-BRA,bus_0530-r.png,train
BUS-BRA,bus_0531-l.png,test
BUS-BRA,bus_0531-r.png,test
BUS-BRA,bus_0532-l.png,test
BUS-BRA,bus_0532-r.png,test
BUS-BRA,bus_0533-l.png,test
BUS-BRA,bus_0533-r.png,test
BUS-BRA,bus_0534-l.png,test
BUS-BRA,bus_0534-r.png,test
BUS-BRA,bus_0535-l.png,val
BUS-BRA,bus_0535-r.png,val
BUS-BRA,bus_0536-l.png,train
BUS-BRA,bus_0536-r.png,train
BUS-BRA,bus_0537-l.png,train
BUS-BRA,bus_0537-r.png,train
BUS-BRA,bus_0538-l.png,train
BUS-BRA,bus_0538-r.png,train
BUS-BRA,bus_0539-l.png,train
BUS-BRA,bus_0539-r.png,train
BUS-BRA,bus_0540-l.png,train
BUS-BRA,bus_0540-r.png,train
BUS-BRA,bus_0541-l.png,train
BUS-BRA,bus_0541-r.png,train
BUS-BRA,bus_0542-l.png,train
BUS-BRA,bus_0542-r.png,train
BUS-BRA,bus_0543-l.png,test
BUS-BRA,bus_0543-r.png,test
BUS-BRA,bus_0544-l.png,test
BUS-BRA,bus_0544-r.png,test
BUS-BRA,bus_0545-l.png,test
BUS-BRA,bus_0545-r.png,test
BUS-BRA,bus_0546-l.png,train
BUS-BRA,bus_0546-r.png,train
BUS-BRA,bus_0547-l.png,val
BUS-BRA,bus_0547-r.png,val
BUS-BRA,bus_0548-l.png,train
BUS-BRA,bus_0548-r.png,train
BUS-BRA,bus_0549-l.png,train
BUS-BRA,bus_0549-r.png,train
BUS-BRA,bus_0550-l.png,train
BUS-BRA,bus_0550-r.png,train
BUS-BRA,bus_0551-l.png,train
BUS-BRA,bus_0551-r.png,train
BUS-BRA,bus_0552-l.png,train
BUS-BRA,bus_0552-r.png,train
BUS-BRA,bus_0553-l.png,test
BUS-BRA,bus_0553-r.png,test
BUS-BRA,bus_0554-l.png,train
BUS-BRA,bus_0554-r.png,train
BUS-BRA,bus_0555-l.png,train
BUS-BRA,bus_0555-r.png,train
BUS-BRA,bus_0556-l.png,train
BUS-BRA,bus_0556-r.png,train
BUS-BRA,bus_0557-l.png,train
BUS-BRA,bus_0557-r.png,train
BUS-BRA,bus_0558-l.png,test
BUS-BRA,bus_0558-r.png,test
BUS-BRA,bus_0559-l.png,val
BUS-BRA,bus_0559-r.png,val
BUS-BRA,bus_0560-l.png,test
BUS-BRA,bus_0560-r.png,test
BUS-BRA,bus_0561-l.png,train
BUS-BRA,bus_0561-r.png,train
BUS-BRA,bus_0562-l.png,train
BUS-BRA,bus_0562-r.png,train
BUS-BRA,bus_0563-l.png,test
BUS-BRA,bus_0563-r.png,test
BUS-BRA,bus_0564-l.png,train
BUS-BRA,bus_0564-r.png,train
BUS-BRA,bus_0565-l.png,val
BUS-BRA,bus_0565-r.png,val
BUS-BRA,bus_0566-l.png,train
BUS-BRA,bus_0566-r.png,train
BUS-BRA,bus_0567-l.png,train
BUS-BRA,bus_0567-r.png,train
BUS-BRA,bus_0568-l.png,test
BUS-BRA,bus_0568-r.png,test
BUS-BRA,bus_0569-l.png,train
BUS-BRA,bus_0569-r.png,train
BUS-BRA,bus_0570-l.png,train
BUS-BRA,bus_0570-r.png,train
BUS-BRA,bus_0571-l.png,train
BUS-BRA,bus_0571-r.png,train
BUS-BRA,bus_0572-l.png,test
BUS-BRA,bus_0572-r.png,test
BUS-BRA,bus_0573-l.png,test
BUS-BRA,bus_0573-r.png,test
BUS-BRA,bus_0574-l.png,val
BUS-BRA,bus_0574-r.png,val
BUS-BRA,bus_0575-l.png,train
BUS-BRA,bus_0575-r.png,train
BUS-BRA,bus_0576-l.png,test
BUS-BRA,bus_0576-r.png,test
BUS-BRA,bus_0577-l.png,test
BUS-BRA,bus_0577-r.png,test
BUS-BRA,bus_0578-l.png,train
BUS-BRA,bus_0578-r.png,train
BUS-BRA,bus_0579-l.png,train
BUS-BRA,bus_0579-r.png,train
BUS-BRA,bus_0580-l.png,test
BUS-BRA,bus_0580-r.png,test
BUS-BRA,bus_0581-l.png,train
BUS-BRA,bus_0581-r.png,train
BUS-BRA,bus_0582-l.png,train
BUS-BRA,bus_0582-r.png,train
BUS-BRA,bus_0583-l.png,val
BUS-BRA,bus_0583-r.png,val
BUS-BRA,bus_0584-l.png,train
BUS-BRA,bus_0584-r.png,train
BUS-BRA,bus_0585-l.png,train
BUS-BRA,bus_0585-r.png,train
BUS-BRA,bus_0586-l.png,train
BUS-BRA,bus_0586-r.png,train
BUS-BRA,bus_0587-l.png,train
BUS-BRA,bus_0587-r.png,train
BUS-BRA,bus_0588-l.png,test
BUS-BRA,bus_0588-r.png,test
BUS-BRA,bus_0589-l.png,train
BUS-BRA,bus_0589-r.png,train
BUS-BRA,bus_0590-l.png,test
BUS-BRA,bus_0590-r.png,test
BUS-BRA,bus_0591-l.png,test
BUS-BRA,bus_0591-r.png,test
BUS-BRA,bus_0592-l.png,val
BUS-BRA,bus_0592-r.png,val
BUS-BRA,bus_0593-l.png,train
BUS-BRA,bus_0593-r.png,train
BUS-BRA,bus_0594-l.png,train
BUS-BRA,bus_0594-r.png,train
BUS-BRA,bus_0595-l.png,train
BUS-BRA,bus_0595-r.png,train
BUS-BRA,bus_0596-l.png,train
BUS-BRA,bus_0596-r.png,train
BUS-BRA,bus_0597-l.png,test
BUS-BRA,bus_0597-r.png,test
BUS-BRA,bus_0598-l.png,train
BUS-BRA,bus_0598-r.png,train
BUS-BRA,bus_0599-l.png,test
BUS-BRA,bus_0599-r.png,test
BUS-BRA,bus_0600-l.png,test
BUS-BRA,bus_0600-r.png,test
BUS-BRA,bus_0601-l.png,train
BUS-BRA,bus_0601-r.png,train
BUS-BRA,bus_0602-l.png,train
BUS-BRA,bus_0602-r.png,train
BUS-BRA,bus_0603-l.png,train
BUS-BRA,bus_0603-r.png,train
BUS-BRA,bus_0604-l.png,val
BUS-BRA,bus_0604-r.png,val
BUS-BRA,bus_0605-l.png,train
BUS-BRA,bus_0605-r.png,train
BUS-BRA,bus_0606-l.png,train
BUS-BRA,bus_0606-r.png,train
BUS-BRA,bus_0607-l.png,train
BUS-BRA,bus_0607-r.png,train
BUS-BRA,bus_0608-l.png,test
BUS-BRA,bus_0608-r.png,test
BUS-BRA,bus_0609-l.png,train
BUS-BRA,bus_0609-r.png,train
BUS-BRA,bus_0610-l.png,test
BUS-BRA,bus_0610-r.png,test
BUS-BRA,bus_0611-l.png,test
BUS-BRA,bus_0611-r.png,test
BUS-BRA,bus_0612-l.png,val
BUS-BRA,bus_0612-r.png,val
BUS-BRA,bus_0613-l.png,train
BUS-BRA,bus_0613-r.png,train
BUS-BRA,bus_0614-l.png,train
BUS-BRA,bus_0614-r.png,train
BUS-BRA,bus_0615-l.png,train
BUS-BRA,bus_0615-r.png,train
BUS-BRA,bus_0616-l.png,train
BUS-BRA,bus_0616-r.png,train
BUS-BRA,bus_0617-l.png,train
BUS-BRA,bus_0617-r.png,train
BUS-BRA,bus_0618-l.png,train
BUS-BRA,bus_0618-r.png,train
BUS-BRA,bus_0619-l.png,test
BUS-BRA,bus_0619-r.png,test
BUS-BRA,bus_0620-l.png,train
BUS-BRA,bus_0620-r.png,train
BUS-BRA,bus_0621-l.png,val
BUS-BRA,bus_0621-r.png,val
BUS-BRA,bus_0622-l.png,train
BUS-BRA,bus_0622-r.png,train
BUS-BRA,bus_0623-l.png,test
BUS-BRA,bus_0623-r.png,test
BUS-BRA,bus_0624-l.png,test
BUS-BRA,bus_0624-r.png,test
BUS-BRA,bus_0625-l.png,test
BUS-BRA,bus_0625-r.png,test
BUS-BRA,bus_0626-l.png,test
BUS-BRA,bus_0626-r.png,test
BUS-BRA,bus_0627-l.png,test
BUS-BRA,bus_0627-r.png,test
BUS-BRA,bus_0628-l.png,train
BUS-BRA,bus_0628-r.png,train
BUS-BRA,bus_0629-l.png,train
BUS-BRA,bus_0629-r.png,train
BUS-BRA,bus_0630-l.png,train
BUS-BRA,bus_0630-r.png,train
BUS-BRA,bus_0631-l.png,train
BUS-BRA,bus_0631-r.png,train
BUS-BRA,bus_0632-l.png,train
BUS-BRA,bus_0632-r.png,train
BUS-BRA,bus_0633-l.png,test
BUS-BRA,bus_0633-r.png,test
BUS-BRA,bus_0634-l.png,test
BUS-BRA,bus_0634-r.png,test
BUS-BRA,bus_0635-l.png,train
BUS-BRA,bus_0635-r.png,train
BUS-BRA,bus_0636-l.png,train
BUS-BRA,bus_0636-r.png,train
BUS-BRA,bus_0637-l.png,val
BUS-BRA,bus_0637-r.png,val
BUS-BRA,bus_0638-l.png,test
BUS-BRA,bus_0638-r.png,test
BUS-BRA,bus_0639-l.png,train
BUS-BRA,bus_0639-r.png,train
BUS-BRA,bus_0640-l.png,train
BUS-BRA,bus_0640-r.png,train
BUS-BRA,bus_0641-l.png,train
BUS-BRA,bus_0641-r.png,train
BUS-BRA,bus_0642-l.png,train
BUS-BRA,bus_0642-r.png,train
BUS-BRA,bus_0643-l.png,train
BUS-BRA,bus_0643-r.png,train
BUS-BRA,bus_0644-l.png,val
BUS-BRA,bus_0644-r.png,val
BUS-BRA,bus_0645-l.png,train
BUS-BRA,bus_0645-r.png,train
BUS-BRA,bus_0646-l.png,train
BUS-BRA,bus_0646-r.png,train
BUS-BRA,bus_0647-l.png,test
BUS-BRA,bus_0647-r.png,test
BUS-BRA,bus_0648-l.png,test
BUS-BRA,bus_0648-r.png,test
BUS-BRA,bus_0649-l.png,test
BUS-BRA,bus_0649-r.png,test
BUS-BRA,bus_0650-l.png,val
BUS-BRA,bus_0650-r.png,val
BUS-BRA,bus_0651-l.png,train
BUS-BRA,bus_0651-r.png,train
BUS-BRA,bus_0652-l.png,train
BUS-BRA,bus_0652-r.png,train
BUS-BRA,bus_0653-l.png,train
BUS-BRA,bus_0653-r.png,train
BUS-BRA,bus_0654-l.png,train
BUS-BRA,bus_0654-r.png,train
BUS-BRA,bus_0655-l.png,train
BUS-BRA,bus_0655-r.png,train
BUS-BRA,bus_0656-l.png,train
BUS-BRA,bus_0656-r.png,train
BUS-BRA,bus_0657-l.png,train
BUS-BRA,bus_0657-r.png,train
BUS-BRA,bus_0658-s.png,train
BUS-BRA,bus_0659-l.png,test
BUS-BRA,bus_0659-r.png,test
BUS-BRA,bus_0660-l.png,test
BUS-BRA,bus_0660-r.png,test
BUS-BRA,bus_0661-l.png,test
BUS-BRA,bus_0661-r.png,test
BUS-BRA,bus_0662-l.png,val
BUS-BRA,bus_0662-r.png,val
BUS-BRA,bus_0663-l.png,train
BUS-BRA,bus_0663-r.png,train
BUS-BRA,bus_0664-s.png,test
BUS-BRA,bus_0665-l.png,test
BUS-BRA,bus_0665-r.png,test
BUS-BRA,bus_0666-l.png,test
BUS-BRA,bus_0666-r.png,test
BUS-BRA,bus_0667-l.png,val
BUS-BRA,bus_0667-r.png,val
BUS-BRA,bus_0668-l.png,train
BUS-BRA,bus_0668-r.png,train
BUS-BRA,bus_0669-l.png,train
BUS-BRA,bus_0669-r.png,train
BUS-BRA,bus_0670-l.png,train
BUS-BRA,bus_0670-r.png,train
BUS-BRA,bus_0671-l.png,train
BUS-BRA,bus_0671-r.png,train
BUS-BRA,bus_0672-l.png,train
BUS-BRA,bus_0672-r.png,train
BUS-BRA,bus_0673-l.png,test
BUS-BRA,bus_0673-r.png,test
BUS-BRA,bus_0674-l.png,val
BUS-BRA,bus_0674-r.png,val
BUS-BRA,bus_0675-s.png,train
BUS-BRA,bus_0676-s.png,train
BUS-BRA,bus_0677-s.png,train
BUS-BRA,bus_0678-s.png,train
BUS-BRA,bus_0679-s.png,train
BUS-BRA,bus_0680-s.png,train
BUS-BRA,bus_0681-s.png,test
BUS-BRA,bus_0682-s.png,train
BUS-BRA,bus_0683-s.png,test
BUS-BRA,bus_0684-s.png,test
BUS-BRA,bus_0685-l.png,train
BUS-BRA,bus_0685-r.png,train
BUS-BRA,bus_0686-s.png,train
BUS-BRA,bus_0687-s.png,train
BUS-BRA,bus_0688-s.png,train
BUS-BRA,bus_0689-s.png,train
BUS-BRA,bus_0690-s.png,train
BUS-BRA,bus_0691-s.png,train
BUS-BRA,bus_0692-s.png,test
BUS-BRA,bus_0693-s.png,test
BUS-BRA,bus_0694-s.png,test
BUS-BRA,bus_0695-l.png,test
BUS-BRA,bus_0695-r.png,test
BUS-BRA,bus_0696-s.png,test
BUS-BRA,bus_0697-l.png,val
BUS-BRA,bus_0697-r.png,val
BUS-BRA,bus_0698-s.png,train
BUS-BRA,bus_0699-s.png,val
BUS-BRA,bus_0700-s.png,train
BUS-BRA,bus_0701-s.png,train
BUS-BRA,bus_0702-s.png,train
BUS-BRA,bus_0703-s.png,train
BUS-BRA,bus_0704-s.png,train
BUS-BRA,bus_0705-s.png,train
BUS-BRA,bus_0706-s.png,test
BUS-BRA,bus_0707-s.png,train
BUS-BRA,bus_0708-s.png,train
BUS-BRA,bus_0709-s.png,test
BUS-BRA,bus_0710-s.png,train
BUS-BRA,bus_0711-s.png,test
BUS-BRA,bus_0712-s.png,val
BUS-BRA,bus_0713-l.png,train
BUS-BRA,bus_0713-r.png,train
BUS-BRA,bus_0714-s.png,train
BUS-BRA,bus_0715-s.png,train
BUS-BRA,bus_0716-s.png,train
BUS-BRA,bus_0717-s.png,test
BUS-BRA,bus_0718-s.png,train
BUS-BRA,bus_0719-s.png,train
BUS-BRA,bus_0720-s.png,test
BUS-BRA,bus_0721-s.png,train
BUS-BRA,bus_0722-s.png,train
BUS-BRA,bus_0723-s.png,train
BUS-BRA,bus_0724-s.png,train
BUS-BRA,bus_0725-s.png,test
BUS-BRA,bus_0726-s.png,train
BUS-BRA,bus_0727-s.png,test
BUS-BRA,bus_0728-s.png,val
BUS-BRA,bus_0729-s.png,test
BUS-BRA,bus_0730-s.png,test
BUS-BRA,bus_0731-s.png,train
BUS-BRA,bus_0732-s.png,train
BUS-BRA,bus_0733-s.png,test
BUS-BRA,bus_0734-s.png,val
BUS-BRA,bus_0735-s.png,test
BUS-BRA,bus_0736-s.png,test
BUS-BRA,bus_0737-s.png,train
BUS-BRA,bus_0738-s.png,train
BUS-BRA,bus_0739-s.png,train
BUS-BRA,bus_0740-s.png,train
BUS-BRA,bus_0741-s.png,train
BUS-BRA,bus_0742-s.png,train
BUS-BRA,bus_0743-s.png,train
BUS-BRA,bus_0744-s.png,val
BUS-BRA,bus_0745-s.png,train
BUS-BRA,bus_0746-s.png,train
BUS-BRA,bus_0747-s.png,train
BUS-BRA,bus_0748-s.png,train
BUS-BRA,bus_0749-s.png,train
BUS-BRA,bus_0750-s.png,test
BUS-BRA,bus_0751-s.png,test
BUS-BRA,bus_0752-s.png,test
BUS-BRA,bus_0753-s.png,train
BUS-BRA,bus_0754-s.png,val
BUS-BRA,bus_0755-s.png,train
BUS-BRA,bus_0756-s.png,train
BUS-BRA,bus_0757-s.png,train
BUS-BRA,bus_0758-s.png,train
BUS-BRA,bus_0759-s.png,val
BUS-BRA,bus_0760-s.png,train
BUS-BRA,bus_0761-s.png,test
BUS-BRA,bus_0762-s.png,test
BUS-BRA,bus_0763-s.png,test
BUS-BRA,bus_0764-s.png,test
BUS-BRA,bus_0765-s.png,train
